source,target
128,27813
773,148462
577,107425
66,14103
1004,47863
1186,215585
680,133187
446,90912
154,32417
384,77202
533,99956
577,110808
710,135281
891,166618
594,114195
242,50731
855,160545
1079,195716
180,37021
861,161491
1049,190589
656,78829
108,22623
814,128464
635,119831
961,177910
150,31894
1073,5747
264,55593
238,50208
702,137268
1039,189120
1075,195193
1208,217414
273,56810
811,154207
330,46764
855,160895
626,118964
631,119308
877,164626
911,170626
37,8046
385,80436
319,46605
774,148663
917,171572
391,83634
258,54997
840,117203
381,76530
940,38587
60,12379
222,46672
744,143536
452,91457
457,91801
462,92145
325,66018
422,88582
653,815
673,131992
1163,213857
18,75
739,142411
1031,188074
321,49280
85,17512
59,12127
694,136252
955,176186
214,42243
540,100322
248,48243
350,71151
478,93028
77,16116
239,50409
1149,208482
15,2406
337,69411
209,41118
81,16989
248,51626
664,130344
878,164827
951,175663
1149,205449
102,21249
1046,189486
619,117769
1108,190364
921,47181
972,179923
357,74200
367,74888
106,22122
1149,208832
256,54146
922,85498
848,158919
645,122373
132,4095
527,98932
577,105465
129,28707
1072,194090
163,34707
93,20382
803,152760
323,65167
613,117173
133,29580
655,126444
577,108848
746,132978
808,127440
1125,200517
1130,200861
875,164125
578,111702
296,60311
88,19257
255,53894
317,54772
318,64042
573,104942
605,115777
159,34184
909,170125
736,142089
384,78625
256,54496
118,25515
987,181335
645,122723
577,105815
901,168729
322,64915
1028,187752
56,11805
1055,191827
354,73498
508,96596
757,146349
139,29775
735,759
732,141566
1152,211358
978,180468
88,19607
798,151985
947,168323
559,102950
1014,185760
568,104167
201,39671
73,15542
692,134970
689,764
207,40617
748,144701
161,33856
784,150774
938,173872
1230,219535
387,81151
319,64243
1111,198875
3,436
1010,185237
1252,3321
559,103300
69,15019
1124,4075
970,179422
222,45062
863,161805
969,169371
1251,220762
1261,221450
214,43666
350,72574
387,81501
319,64593
116,23883
619,9420
643,121091
872,163022
920,172138
15,3829
969,179170
1082,195851
245,48614
316,63541
398,85073
893,167282
372,73272
1149,206872
1039,1119
332,67457
301,61728
336,45699
499,95678
752,130833
1019,38559
659,128390
719,139775
1149,210255
1037,180243
394,84550
271,56601
336,68330
1048,190201
650,124140
491,94282
711,138379
1099,197336
1003,184042
813,154871
328,66934
915,171363
1197,216338
1028,185792
577,110271
778,149400
817,155744
455,91592
332,67807
588,113813
301,62078
1130,202284
252,335
542,100636
224,47336
746,144200
710,138127
577,107238
996,1018
680,133000
962,177975
441,90381
88,11231
185,37959
154,32230
262,272
891,166431
706,137604
855,160358
1099,1146
180,36834
79,16780
246,51417
437,89858
912,170691
635,119644
763,141521
1183,215477
184,37707
370,75804
1062,192767
1181,215404
78,10893
1075,195006
1213,217571
262,622
933,78361
748,139708
268,56279
855,160708
104,21913
626,118777
141,30840
426,88918
911,170439
37,7859
385,80249
391,83447
60,12192
222,46485
744,143349
1156,1249
1159,212797
911,167406
267,56027
325,65831
673,131805
249,18480
765,147609
734,141880
86,3964
896,9431
85,17325
385,80599
694,136065
96,20867
258,55160
214,42056
350,70964
499,93718
77,15929
1149,208295
46,10200
15,2219
764,147357
1022,187020
337,69224
664,130157
147,31385
693,135813
878,164640
756,145961
946,175132
341,70097
951,175476
1109,183232
1149,205262
168,182
760,146834
173,35989
30,6664
623,118455
423,88596
645,122186
577,105278
542,73012
752,145438
940,174536
93,20195
323,64980
133,29393
655,126257
512,96932
577,108661
1125,200330
875,163938
578,111515
839,157865
88,19070
573,104755
369,48359
904,169594
159,33997
384,78438
256,54309
118,25328
645,122536
577,105628
141,2866
27,5962
278,58040
56,11618
896,168198
25,5889
348,57281
354,73311
503,96065
508,96409
757,146162
1013,185752
1169,214462
309,62988
48,10222
437,84865
732,141379
956,172386
660,129233
88,19420
729,757
814,139499
559,102763
1112,198940
141,9632
753,145639
987,181498
201,39484
42,9626
687,134439
489,94073
139,29938
784,150587
794,151275
811,123363
1097,197127
1240,220036
652,124804
749,145116
606,56916
559,103113
69,14832
1088,196260
222,44875
546,101373
254,49294
1219,218408
1224,218752
116,13897
345,49412
310,63189
938,174035
748,144864
960,177766
214,43479
550,102246
96,15874
310,50357
336,45162
350,72387
801,141492
387,81314
319,64406
116,23696
1149,209718
969,178983
15,3642
1215,217885
756,124753
86,18569
598,114745
419,37468
1149,206685
604,1004
495,94618
1171,214580
795,151476
1241,220237
112,23173
407,86103
1174,214851
1246,220581
653,125005
822,149135
40,8775
499,95491
874,163725
659,128203
719,139588
1149,210068
1201,216674
821,156080
464,92272
336,68143
719,126756
923,172572
650,123953
1160,78708
813,154684
127,27618
317,46209
328,66747
1001,183782
1036,38726
872,163520
577,110084
1130,202097
776,149140
301,61891
273,1025
383,77007
477,92884
482,93228
224,47149
480,93155
746,144013
881,87083
21,23
997,183259
650,124303
577,107051
61,13385
1217,214524
957,177444
369,46749
185,37772
149,31699
891,166244
855,160171
993,182736
141,30303
437,89671
630,119113
753,127814
887,165721
1075,194819
533,99932
594,114171
855,160521
104,21726
1067,193423
141,30653
421,88387
37,7672
385,80062
108,22599
912,170854
391,83260
167,35257
222,46298
264,55569
262,55496
1039,189096
325,65644
33,7149
673,131618
347,56543
797,151841
1026,187356
80,16794
385,80412
1114,199254
214,41869
381,76506
413,87341
350,70777
504,93875
1149,208108
46,10013
633,118606
730,141170
15,2032
177,36325
292,620
764,147170
204,40400
18,51
243,50908
693,135626
1105,198387
985,181289
1149,205075
944,174872
694,136228
726,140647
30,6477
77,16092
516,97268
645,121999
577,105091
746,129221
940,174349
520,98141
525,98485
93,20008
878,164803
67,14623
584,620
164,34935
577,108474
155,32937
1125,200143
286,59249
839,157678
972,179899
763,123159
357,74176
384,78251
256,54122
118,25141
411,86490
645,122349
896,168011
865,162282
1055,191453
25,5702
488,508
109,3895
282,58726
830,156811
11,1108
1059,192326
927,172959
559,79945
660,129046
88,19233
605,115753
559,102576
661,129648
948,170803
141,3029
816,155600
2,241
108,7807
1009,185042
201,39297
42,9439
201,32881
687,134252
757,146325
139,29751
784,150400
74,11606
1136,203284
652,124617
63,13699
1101,197813
964,178102
187,38086
192,38430
940,1140
871,162827
780,149877
413,85381
222,44688
933,173504
938,173848
892,167087
156,33488
161,33832
214,43292
1181,1202
183,37563
350,72200
387,81127
249,52146
319,64219
399,412
1149,209531
15,3455
261,478
86,18382
924,172637
1047,190006
596,114485
1149,206498
795,151289
368,75408
274,57279
1051,190879
471,1227
296,61010
336,45325
40,8588
499,95304
914,171168
659,128016
719,139401
1149,209881
693,127600
266,55883
577,106514
128,14070
61,12848
357,49585
696,756
398,85049
813,154497
1160,213453
256,52162
577,109897
1130,201910
296,61360
153,32035
383,76820
224,46962
746,143826
830,148435
577,106864
61,13198
957,177257
144,31168
149,31512
318,55642
369,75609
798,136819
1187,215626
1018,174500
58,5730
922,119327
855,159984
988,182205
542,100612
241,50699
437,89484
783,126338
1039,172344
430,89067
657,127165
83,17279
73,10175
1075,194632
528,99401
330,59035
855,160334
104,21539
290,59636
141,30466
421,88200
361,74563
385,79875
656,126913
1172,214163
329,46732
912,170667
222,46111
483,92461
95,20672
262,55309
805,153050
646,123192
148,23716
902,169198
1056,185880
355,73967
796,142384
1072,125286
316,48375
1149,204538
1153,211827
801,152527
214,41682
1030,188042
265,15606
280,58517
413,87154
504,93688
898,168675
1149,207921
15,1845
1017,186302
204,40213
231,48452
693,135439
980,180758
985,181102
719,127992
1149,204888
694,136041
853,159483
726,140460
132,29198
654,126062
77,15905
844,102774
46,10176
75,15832
874,163743
577,111320
225,47856
397,82837
645,121812
520,97954
158,33802
870,159837
67,14436
128,28675
353,73116
155,32750
507,96214
577,108287
252,53062
1004,48725
30,6640
931,173295
384,78064
118,24954
406,85959
1243,220364
1248,220708
954,47857
963,74738
251,52810
335,67999
748,60032
922,172428
155,33100
660,128859
88,19046
727,123665
1137,203349
405,85707
780,126709
661,129461
1178,215401
816,155413
108,7620
585,113409
687,134065
1013,185728
396,84840
356,56394
730,64714
314,63338
713,138669
1101,197626
549,102051
554,102395
1189,215940
86,17845
386,81119
968,178788
392,84317
818,50948
489,94049
245,51086
177,34178
928,172973
156,33301
1092,196759
214,43105
1097,197103
350,72013
551,619
1149,209344
443,90671
15,3268
86,18195
530,99715
1088,196236
596,114298
19,4141
796,137741
1149,206311
922,47514
1100,186447
1141,27630
402,85385
274,57092
892,167250
327,66552
296,60823
1073,194423
40,8401
499,95117
1175,215079
659,127829
372,76094
719,139214
1149,209694
719,126382
1043,189296
300,61696
266,49280
577,106327
918,171854
1205,217173
61,12661
1085,75212
419,37444
808,153966
1160,213266
1166,214212
1171,214556
577,109710
1103,187068
1130,201723
1169,214483
257,54829
578,112564
296,61173
583,112908
1157,163919
1068,188013
449,91216
763,147026
992,182541
577,106677
61,13011
1160,213616
957,177070
767,147899
954,985
58,11959
338,69693
886,165526
440,90349
855,159797
1157,212564
988,182018
170,35585
141,23513
692,132449
1017,49979
335,59973
657,126978
882,165003
233,49116
390,83065
885,165274
528,99214
237,49989
1062,192705
387,82013
324,65449
141,30279
421,88013
872,163534
356,74032
385,79688
656,126726
842,158407
1071,193922
876,164407
650,21296
1025,187161
55,11287
222,45924
24,5558
1213,1222
321,51565
1154,211892
182,482
805,152863
902,169011
1056,192109
1061,192453
730,121198
355,73780
514,97222
729,140975
387,82363
254,53726
421,88363
1149,204351
51,10764
602,115536
894,167615
1153,211640
214,41495
764,130581
413,86967
898,168488
1149,207734
332,45688
1140,174437
15,1658
1017,186115
635,13417
252,847
693,135252
265,47849
975,180227
1149,204701
1103,197940
208,40899
939,996
945,175100
1114,199230
6,791
680,133512
132,29011
1011,185519
654,125875
72,15374
46,9989
577,111133
225,47669
747,144533
971,179704
935,173631
204,40376
520,97767
158,33615
231,48615
1125,183554
776,130941
410,86295
895,167816
957,168694
864,162087
128,28488
944,174848
1105,198363
577,108100
155,32563
1252,221044
829,156616
1149,27759
926,172764
344,62263
1090,196550
384,77877
118,24767
1146,204029
406,85772
1050,190735
22,5057
317,63823
1238,219833
251,52623
502,96033
155,32913
660,128672
783,150205
600,115035
1229,218966
651,124422
919,47834
38,8192
497,94908
1178,215214
814,155153
329,67216
196,38579
585,113222
1203,216964
779,149682
805,144487
1164,214003
677,132409
1229,219316
549,101864
64,13927
1199,216441
86,17658
248,51951
386,80932
968,178601
392,84130
447,91007
121,26512
536,100124
541,100468
791,136860
469,92486
484,93518
709,137959
1087,196228
214,42918
350,71826
1149,209157
862,161586
438,90140
15,3081
86,18008
530,99528
741,74865
1010,1131
1149,206124
1018,47789
245,51249
296,60636
921,47856
1175,214892
659,127642
542,51243
719,139027
1149,209507
889,166011
645,123048
577,106140
61,12474
1160,213079
446,47748
808,153779
1126,200663
910,170271
917,47333
1069,193713
577,109523
737,142235
1130,201536
257,54642
578,112377
296,60986
1029,187898
741,143108
118,26190
992,182354
577,106490
906,169748
481,93196
956,176281
61,12824
1125,198159
317,52414
957,176883
1160,213429
984,180958
365,48698
1124,188108
82,17084
1157,212377
850,159266
855,159610
988,181831
153,32011
952,175758
1015,185906
498,87134
1200,1204
74,15688
759,120652
179,36615
360,74368
365,74712
550,51080
78,16561
233,48929
390,82878
144,31144
369,75585
161,34531
338,69856
130,28802
413,47584
560,103446
840,77422
237,49802
94,20477
1062,192518
387,81826
611,116997
872,163347
1063,1091
170,35748
385,79501
708,126729
90,10155
294,60135
907,169949
876,164220
430,89043
840,158147
55,11100
222,45737
24,5371
1157,9771
90,19954
1251,179558
320,64739
279,58322
610,116745
28,6244
509,96691
514,97035
290,59612
387,82176
254,53539
421,88176
903,169426
1062,192868
51,10577
570,104514
602,115349
1149,204164
54,10848
1150,211182
796,151809
245,36457
413,86780
1149,207547
500,95824
1012,185584
117,24379
1190,1209
566,103991
798,21330
690,134794
1149,210930
1100,197482
1149,204514
276,57620
336,69005
66,14241
870,162496
1109,198699
680,133325
750,145398
818,155890
9,875
654,125688
72,15187
1011,185332
577,110946
645,79559
971,179517
1130,202959
1094,196886
379,15869
520,97580
231,48428
547,101655
895,167629
1257,221201
128,28301
577,107913
411,82546
283,54253
61,7831
1090,196363
511,96713
1218,218240
1223,218584
384,77690
543,101132
118,24580
225,47832
87,18851
273,56948
833,157302
22,4870
317,63636
855,161033
498,94973
1177,215206
277,57821
251,52436
917,171710
155,32726
686,133870
381,15541
308,62769
272,56696
854,158529
492,94377
1141,203848
1168,214339
717,138818
109,22932
329,67029
585,113035
985,91277
448,91072
197,38994
586,113637
641,120514
1076,195502
589,113908
488,93854
126,27450
1229,219129
1095,49943
678,132824
386,80745
248,51764
775,148972
193,38471
963,178070
968,178414
29,4105
121,26325
585,113385
474,92643
539,100208
699,137084
122,26927
641,120864
996,183091
18,3946
125,27198
214,42731
1246,219483
350,71639
1064,112107
1149,208970
314,63314
106,22260
884,165130
961,50101
15,2894
527,99070
86,17821
371,75899
695,136561
698,136832
1149,205937
174,36135
495,93870
655,126582
245,51062
269,56374
619,118257
624,118601
296,60449
659,127455
367,75376
526,98818
1149,209320
645,122861
577,105953
808,124545
354,73636
1160,212892
265,55851
808,153592
649,123734
36,7504
522,98295
577,109336
732,141704
1130,201349
578,112190
296,60799
88,19745
273,277
348,54573
741,142921
118,26003
283,59059
577,106303
614,117482
61,12637
568,104305
1160,213242
957,176696
554,9537
662,129981
1031,67031
988,181644
892,57827
339,69921
369,49384
947,175227
666,130854
69,15157
236,49794
758,146658
763,147002
140,30084
1019,186592
78,16374
943,174704
1107,198490
338,69669
943,161872
387,81639
872,163160
170,35561
643,121229
969,179308
385,79314
289,59604
294,59948
1160,87978
840,157960
939,174181
55,10913
222,45550
90,19767
390,83041
607,116287
279,58135
610,116558
28,6057
504,96160
1062,192681
387,81989
14,1463
416,87645
288,59352
698,134872
336,68468
872,163510
20,4661
735,137383
1149,210393
786,150934
796,151622
1020,186793
1025,187137
606,116035
24,5534
1172,1197
1149,207360
41,8921
5,596
10,940
117,24192
822,156226
827,156570
1056,192085
301,62216
619,113264
45,9794
209,33580
961,77538
729,140951
1149,210743
746,144338
1149,204327
336,68818
548,101720
618,109629
1104,198168
680,133138
1006,184801
654,125501
41,9271
577,110759
1130,202772
1135,203116
998,183405
229,48168
861,161442
958,177590
128,28114
1103,197916
577,107726
150,31845
961,177861
870,162659
114,23520
61,7644
680,133488
702,137219
506,96182
1208,217365
1213,217709
1218,218053
384,77503
543,100945
833,157115
891,166919
855,160846
141,30978
180,37322
110,22997
410,86271
895,167792
864,162063
113,23268
917,171523
635,120132
857,5484
1054,191234
1172,214675
748,123981
457,91752
921,172396
1080,195838
109,114
1095,1111
1141,203661
1238,219809
913,171000
288,54009
815,155381
197,38807
391,83935
1107,190464
647,123525
350,71102
483,93323
488,93667
703,137420
126,27263
708,137764
395,84808
1229,218942
222,27725
325,66319
651,124398
678,132637
248,51577
775,148785
248,45161
739,142712
968,178227
585,113198
223,46794
148,27961
122,26740
641,120677
996,182904
1046,189437
214,42544
760,146972
350,71452
438,60719
1149,208783
106,22073
15,2707
86,17634
695,136374
1149,205750
655,126395
240,50531
471,479
619,118070
875,164076
434,89243
296,60262
909,170076
969,10555
1046,189787
1068,193518
367,75189
521,98287
106,22423
129,6377
1074,194464
256,54447
1028,187703
645,122674
577,105766
721,137945
354,73449
98,21027
103,21371
808,153405
649,123547
292,59739
31,6973
577,109149
732,141517
1130,201162
578,112003
296,60612
88,19558
388,82832
450,83710
677,705
1156,212182
118,25816
645,123024
283,58872
348,70601
959,26432
414,87436
61,12450
568,104118
670,131190
1160,213055
957,176509
207,40568
1240,220174
662,129794
798,152286
1111,198826
1010,185188
559,103251
69,14970
236,49607
953,175986
758,146471
727,140742
956,176257
7,1260
78,16187
975,49946
293,59940
984,180934
1261,221401
131,6399
290,29841
387,81452
319,64544
872,162973
165,35030
969,179121
218,44490
385,79127
253,53344
316,63492
222,45363
607,116100
95,13508
764,145885
161,34507
455,1019
214,43967
694,125144
350,72875
499,95629
413,83023
1122,199715
387,81802
1149,210206
643,121392
336,68281
565,103796
20,4474
791,151091
1020,186606
275,57425
606,115848
893,167583
1052,191025
1149,207173
496,56081
117,24005
279,58298
332,67758
301,62029
1078,195629
209,33393
719,140076
1149,210556
14,1626
746,144151
399,85195
336,68631
354,52241
1048,190502
1149,204140
577,107189
61,13523
680,132951
4,157
654,125314
297,61506
1006,184614
41,9084
1070,91257
577,110572
1130,202585
706,137555
781,149972
1160,211095
1100,197458
644,121593
128,27927
1233,144619
128,21511
577,107539
184,37658
870,162472
680,133301
451,91370
890,166130
1213,217522
384,77316
466,92432
891,166732
855,160659
1094,196862
141,30791
180,37135
108,22737
131,10855
635,119945
811,144522
472,92597
238,50322
1075,195307
267,55978
1150,124740
262,923
273,56924
811,154321
855,161009
871,161542
37,8160
385,80550
96,20818
258,55111
391,83748
647,123338
350,70915
744,143650
995,182896
325,66132
673,132106
678,132450
770,148254
739,142525
1031,188188
580,112667
1149,205213
341,70048
1188,215721
148,27774
448,91048
641,120490
668,130981
214,42357
350,71265
1149,208596
766,147731
623,118406
15,2520
337,69525
525,98623
992,78087
664,130458
234,49398
265,48711
1149,205563
169,35417
655,126208
919,141530
1046,189600
619,117883
875,163889
904,169545
35,7309
367,75002
106,22236
256,54260
354,50631
848,159033
645,122487
577,105579
884,165106
1072,194204
56,11569
163,34821
354,73262
808,153218
969,7335
323,65281
1037,188733
282,58864
618,117631
318,54357
31,6786
613,117287
1124,200029
577,108962
1125,200631
1130,200975
578,111816
844,158510
88,19371
388,82645
1233,126794
957,172939
159,34298
88,123
384,78739
118,25629
987,181449
1064,183359
1055,191941
1112,198891
1156,211995
304,46730
354,73612
665,130659
139,29889
794,151226
202,40037
1018,186397
1240,219987
732,141680
232,252
88,19721
798,152099
211,41254
559,103064
42,128
893,47475
201,39785
73,15656
228,48024
692,135084
938,173986
748,144815
550,102197
845,158711
387,81265
319,64357
947,175203
969,178934
1062,179125
385,78940
69,15133
699,128334
929,173119
222,45176
940,59722
795,151427
1241,220188
116,7782
1246,220532
1251,220876
23,5339
214,43780
1118,185823
350,72688
499,95442
1160,126450
387,81615
1149,210019
116,23997
920,172252
643,121205
336,68094
20,4287
923,172523
274,47968
403,85531
893,167396
1149,206986
354,376
923,169490
279,58111
1022,185711
332,67571
301,61842
919,172000
659,128504
719,139889
1149,210369
746,143964
394,84664
336,68444
896,50351
1048,190315
650,124254
577,107002
496,94740
61,13336
711,138493
128,8142
786,150910
1003,184156
813,154985
1006,184427
654,125127
1192,216108
577,110385
778,149514
1130,202398
455,91706
460,92050
970,38407
393,84412
379,50771
542,100750
224,47450
1095,196927
746,144314
710,138241
128,27740
548,101696
1002,183904
577,107352
1098,197198
680,133114
185,38073
639,120281
154,32344
384,77129
953,167423
891,166545
594,114122
855,160472
1089,196331
1019,177842
141,30604
180,36948
861,161418
958,177566
437,89972
912,170805
635,119758
150,31821
763,141635
264,55520
130,7033
238,50135
1075,195120
262,55447
1039,189047
1044,189391
1059,1080
1208,217341
33,7100
197,35050
811,154134
1109,63425
855,160822
999,183232
809,154061
626,118891
877,164553
141,30954
911,170553
37,7973
385,80363
1167,214307
1172,214651
774,148590
391,83561
60,12306
222,46599
350,70728
744,143463
325,65945
422,88509
289,57620
673,131919
243,50859
1163,213784
769,128217
1149,205026
1149,210502
1243,62085
85,17439
694,136179
726,140598
214,42170
540,100249
350,71078
499,93832
77,16043
239,50336
703,137396
1149,208409
1141,29728
15,2333
292,921
764,147471
337,69338
209,41045
81,16916
525,98436
808,123634
664,130271
878,164754
951,175590
756,146075
164,34886
1149,205376
367,65016
618,110678
808,133433
1103,192199
102,21176
419,87837
760,146948
719,138279
357,74127
367,74815
106,22049
256,54073
354,50444
423,88710
645,122300
577,105392
752,145552
848,158846
1072,194017
252,50167
189,33603
93,20309
1121,199571
98,14237
323,65094
282,58677
613,117100
781,131960
133,29507
900,168835
1059,192277
517,97390
577,108775
1125,200444
875,164052
578,111629
88,19184
255,53821
573,104869
318,63969
605,115704
1248,211397
159,34111
736,142016
384,78552
256,54423
118,25442
480,85430
1028,187679
896,168312
1055,191754
56,11732
508,96523
317,51666
109,10612
757,146276
74,11557
309,63102
48,10336
401,85322
732,141493
1152,211285
660,129347
88,19534
338,49510
646,53827
798,151912
1047,47755
559,102877
1112,199054
632,938
753,145753
12,1230
780,149828
201,39598
660,119898
687,134553
290,420
692,134897
784,150701
938,173799
748,144628
156,33439
1230,219462
1240,220150
232,48710
749,145230
319,64170
69,14946
86,18333
341,358
222,44989
1098,31828
546,101487
1033,59726
116,14011
1051,190830
214,43593
336,45276
350,72501
499,95255
1149,209832
116,23810
218,44466
15,3756
336,55075
86,18683
598,114859
578,19145
1140,186334
1149,206799
296,61311
40,8889
499,95605
1201,216788
659,128317
719,139702
1149,210182
833,123774
394,84477
336,68257
67,132
1048,190128
650,124067
559,594
577,106815
491,94209
741,124185
61,13149
1099,197263
128,7955
675,132233
1003,183969
813,154798
1160,213754
9,127
328,66861
772,148381
1165,214098
577,110198
778,149327
640,120346
742,143254
1130,202211
61,10116
477,92998
224,47263
746,144127
908,59973
251,51338
710,138054
577,107165
635,70926
61,13499
185,37886
154,32157
528,99352
891,166358
706,137531
184,34251
855,160285
141,30417
180,36761
816,128277
656,126864
246,51344
437,89785
181,37363
630,119227
145,31290
881,164889
370,75731
1160,27363
887,165835
1075,194933
262,55260
890,166106
708,124021
646,123143
1034,188516
95,7791
466,92408
268,56206
1072,47895
104,21840
1224,181443
387,82501
141,30767
421,88501
426,88845
37,7786
719,37419
385,80176
131,10831
391,83374
321,64885
222,46412
29,6390
1159,212724
325,65758
33,7263
571,104660
429,847
576,105004
673,131732
767,13674
1026,187470
1149,204839
80,16908
694,135992
726,140411
214,41983
350,70891
72,15512
654,77718
46,10127
672,131480
1149,208222
730,141284
15,2146
764,147284
1017,180187
383,29899
693,135740
756,145888
1149,205189
341,70024
944,174986
98,868
618,110491
949,173078
30,6591
811,6402
969,3578
1129,200780
295,60230
645,122113
577,105205
600,47280
618,107458
940,174463
525,98599
327,62397
93,20122
784,72472
234,49374
251,52761
939,50129
512,96859
155,33051
577,108588
913,90787
568,22832
875,163865
578,111442
839,157792
88,18997
573,104682
600,115173
904,169521
1063,192963
159,33924
661,129412
384,78365
118,25255
411,86604
278,57967
609,116390
896,168125
1055,191567
56,11545
25,5816
820,120774
1116,199390
282,58840
830,156925
1013,185679
1124,200005
309,62915
690,756
660,129160
559,102690
687,124567
108,20753
820,146788
2,355
1009,185156
392,84268
201,39411
42,9553
660,119711
489,94000
687,134366
975,1090
784,150514
202,40013
1097,197054
156,33252
1138,203471
1240,219963
652,124731
749,145043
504,27519
766,135598
86,18146
871,162941
642,121010
222,44802
19,4092
741,20292
546,101300
1219,218335
1224,218679
836,157470
858,161201
402,85336
274,57043
892,167201
214,43406
350,72314
1175,215030
372,76045
249,52260
270,46721
1149,209645
15,3569
918,171805
1205,217124
86,18496
598,114672
419,37395
270,56520
596,114599
1149,206612
116,20590
495,94545
1166,214163
368,75522
1174,214778
274,57393
653,124932
296,61124
914,171282
40,8702
499,95418
1201,216601
659,128130
531,99837
719,139515
1149,209995
464,92199
587,113732
650,123880
577,106628
61,12962
1160,213567
813,154611
328,66674
1001,183709
58,11910
577,110011
283,56351
608,98744
1130,202024
189,38222
1157,212515
1029,181970
378,34711
383,76934
224,47076
746,143940
905,167382
114,141
123,27022
997,183186
577,106978
378,50926
61,13312
78,16699
957,177371
634,119563
149,31626
379,76411
891,166171
237,49940
696,136656
759,146804
855,160098
988,182319
141,30230
1212,217490
175,36230
656,126677
437,89598
1071,193873
620,118352
625,118696
657,127279
996,120329
1075,194746
391,79804
355,73731
104,21653
1067,193350
387,82314
141,30580
421,88314
37,7599
361,74677
385,79989
1171,73728
391,83187
367,2815
766,124189
898,168439
222,46225
606,103528
262,55423
325,65571
148,23830
284,59154
33,7076
673,131545
413,48422
902,169312
50,10463
719,56830
1149,211068
1021,186939
1026,187283
1149,204652
276,57758
208,40850
336,69143
663,130076
178,260
801,152641
214,41796
1114,199181
413,87268
231,3304
280,58631
345,70360
562,103606
72,15325
371,58749
1149,208035
659,71459
730,141097
15,1959
172,35908
689,134680
204,40327
520,97718
243,50835
231,48566
693,135553
985,181216
1149,205002
944,174799
305,57348
726,140574
1025,1071
132,29312
1009,77880
230,48314
645,121926
848,158472
976,180349
22,5008
317,63774
520,98068
940,174276
67,14550
681,133634
164,34862
251,52574
502,95984
155,32864
507,96328
577,108401
1125,200070
252,53176
419,87813
839,157605
600,114986
308,62907
931,173409
384,78178
118,25068
406,86073
411,86417
896,167938
1055,191380
820,156050
830,156738
11,1035
355,845
304,62384
862,12919
927,172886
660,128973
1229,219267
1234,219611
99,101
661,129575
64,13878
1217,9885
1199,216392
816,155527
1009,184969
392,84081
201,39224
68,14751
109,10588
42,9366
687,134179
484,93469
709,137910
784,150327
401,85298
652,124544
350,71777
1101,197740
65,867
330,67338
86,17959
115,23615
780,149804
222,44615
1214,217804
1122,182752
245,51200
156,33415
23,4778
106,117
214,43219
336,44902
341,51662
350,72127
940,75376
1185,215531
1149,209458
249,52073
587,29437
889,165962
443,90785
15,3382
737,6750
86,18309
1047,189933
596,114412
1149,206425
274,57206
1051,190806
101,123
439,90262
296,60937
40,8515
499,95231
659,127943
719,139328
741,143059
918,171968
577,106441
383,50733
61,12775
1149,207529
128,7581
1160,213380
813,154424
577,109824
1130,201837
1157,212328
257,54943
583,113022
296,61287
153,31962
1191,216076
1068,188127
383,76747
224,46889
671,131336
833,123750
763,147140
992,182655
577,106791
179,36566
61,13125
675,132209
78,16512
860,150456
957,177184
767,148013
629,119032
228,241
772,148357
1160,213730
369,75536
58,12073
338,69807
886,165640
855,159911
571,580
988,182132
136,29699
73,13135
170,35699
241,50626
294,60086
907,169900
657,127092
1220,144733
233,49230
350,8690
885,165388
528,99328
166,35176
33,123
525,585
903,169377
387,82127
877,163992
421,88127
288,59490
1062,192819
361,74490
385,79802
656,126840
876,164521
897,117103
413,86731
55,11401
222,46038
95,20599
805,152977
117,24330
646,123119
902,169125
566,103942
694,125819
355,73894
387,82477
1149,210881
1149,204465
276,57571
336,68956
1153,211754
801,152454
214,41609
413,87081
280,58444
898,168602
1149,207848
15,1772
1017,186229
784,822
204,40140
520,97531
693,135366
980,180685
1149,204815
577,107864
726,140387
870,162797
61,7782
132,29125
654,125989
72,15488
384,77641
874,163670
577,111247
225,47783
833,157253
971,179818
22,4821
378,484
520,97881
158,33729
67,14363
251,52387
128,28602
864,162201
353,73043
155,32677
577,108214
252,52989
281,58645
824,156386
1058,192245
308,62720
931,173222
1234,170779
410,83376
384,77991
118,24881
1141,203799
406,85886
22,5171
317,63937
251,52737
335,67926
1086,196141
660,128786
600,115149
1229,219080
661,129388
997,1064
1266,221591
38,8306
356,59354
1178,215328
1264,221518
775,148923
814,155267
968,178365
191,38349
585,113336
882,163507
745,143796
122,26878
641,120815
996,183042
125,27149
957,5048
350,71590
314,63265
713,138596
718,138940
160,33751
1101,197553
1229,219430
549,101978
182,37482
64,14041
602,58979
86,17772
386,81046
444,90850
248,45649
968,178715
392,84244
121,26626
245,51013
156,33228
553,619
59,84
214,43032
336,44715
350,71940
764,132118
1064,112408
1109,193657
1149,209271
862,161700
106,22561
443,90598
15,3195
86,18122
530,99642
746,75323
265,55802
1149,206238
327,66479
296,60750
1073,194350
1175,215006
353,48452
372,76021
659,127756
719,139141
741,142872
174,33403
331,67352
1038,188879
300,61623
577,106254
614,117433
1205,217100
61,12588
1160,213193
808,153893
873,161458
910,170385
681,128454
1166,214139
577,109637
737,142349
1130,201650
257,54756
578,112491
273,578
1121,190984
666,130805
992,182468
956,176395
1019,186543
78,16325
733,141826
436,89403
767,147826
957,176997
338,69620
82,17198
1157,212491
855,159724
988,181945
952,175872
170,35512
816,127716
73,116
232,10726
973,180132
